word	pos	level	freq
acclamation	NOM	B2	0.7
affolement	NOM	B2	0.7
assureur	NOM	B2	0.7
comprimé	NOM	B2	0.7
contre-courant	NOM	B2	0.7
dénouement	NOM	B2	0.7
enneiger	VER	B2	0.7
expérimenté	ADJ	B2	0.7
faction	NOM	B2	0.7
management	NOM	B2	0.7
technocrate	NOM	B2	0.7
astronomie	NOM	B2	0.7
adversité	NOM	B2	0.7
friser	VER	B2	0.7
impatiemment	ADV	B2	0.7
maudire	VER	B2	0.7
mésaventure	NOM	B2	0.7
annales	NOM	B2	0.7
protestantisme	NOM	B2	0.7
puritain	ADJ	B2	0.7
résignation	NOM	B2	0.7
affliger	VER	B2	0.7
inestimable	ADJ	B2	0.7
malvenu	ADJ	B2	0.7
supplanter	VER	B2	0.7
vanité	NOM	B2	0.7
agilité	NOM	B2	0.7
alphabétisation	NOM	B2	0.7
apanage	NOM	B2	0.7
atterrir	VER	B2	0.7
battant	ADJ	B2	0.7
boueux	ADJ	B2	0.7
commode	NOM	B2	0.7
crisser	VER	B2	0.7
dinosaure	NOM	B2	0.7
drainer	VER	B2	0.7
déboire	NOM	B2	0.7
dévaloriser	VER	B2	0.7
fortuné	ADJ	B2	0.7
géographe	NOM	B2	0.7
helvétique	ADJ	B2	0.7
hypocrisie	NOM	B2	0.7
inné	ADJ	B2	0.7
migratoire	ADJ	B2	0.7
mini	ADJ	B2	0.7
perspectif	ADJ	B2	0.7
raccorder	VER	B2	0.7
ranimer	VER	B2	0.7
reloger	VER	B2	0.7
sillon	NOM	B2	0.7
utilitaire	ADJ	B2	0.7
vacant	ADJ	B2	0.7
vedettariat	NOM	B2	0.7
éclectique	ADJ	B2	0.7
évacuation	NOM	B2	0.7
gouvernant	NOM	B2	0.7
amidon	NOM	B2	0.7
fainéant	NOM	B2	0.7
incinération	NOM	B2	0.7
ivresse	NOM	B2	0.7
onirique	ADJ	B2	0.7
raz	NOM	B2	0.7
rejaillir	VER	B2	0.7
électromécanique	ADJ	B2	0.7
prédominant	ADJ	B2	0.7
entasser	VER	B2	0.7
nuageux	ADJ	B2	0.7
écrasé	ADJ	B2	0.7
déporter	VER	B2	0.7
fendre	VER	B2	0.7
mi-voix	ADV	B2	0.7
nuque	NOM	B2	0.7
piller	VER	B2	0.7
pompeux	ADJ	B2	0.7
suave	ADJ	B2	0.7
bouffer	VER	B2	0.7
capituler	VER	B2	0.7
furie	NOM	B2	0.7
importuner	VER	B2	0.7
replanter	VER	B2	0.7
subjuguer	VER	B2	0.7
bravoure	NOM	B2	0.7
embuscade	NOM	B2	0.7
laser	NOM	B2	0.7
maniérer	VER	B2	0.7
rassasier	VER	B2	0.7
saillant	ADJ	B2	0.7
tressaillir	VER	B2	0.7
buanderie	NOM	B2	0.7
polaire	ADJ	B2	0.7
altérer	VER	B2	0.7
cinéphile	NOM	B2	0.7
bananier	NOM	B2	0.7
débrouillard	ADJ	B2	0.7
rapatriement	NOM	B2	0.7
whisky	NOM	B2	0.7
music-hall	NOM	B2	0.7
moderniste	ADJ	B2	0.7
feuilletoniste	NOM	B2	0.7
gifle	NOM	B2	0.7
remarquablement	ADV	B2	0.7
éperdument	ADV	B2	0.7
fantaisiste	ADJ	B2	0.7
greffier	NOM	B2	0.7
qui-vive	NOM	B2	0.7
stupeur	NOM	B2	0.7
bouffée	NOM	B2	0.7
climatologie	NOM	B2	0.7
communal	ADJ	B2	0.7
pléiade	NOM	B2	0.7
pochette	NOM	B2	0.7
porche	NOM	B2	0.7
véhémence	NOM	B2	0.7
prenant	ADJ	B2	0.7
débraillé	ADJ	B2	0.7
cervelle	NOM	B2	0.7
cynisme	NOM	B2	0.7
rengainer	VER	B2	0.7
tripe	NOM	B2	0.7
balbutie	NOM	B2	0.7
bouclé	ADJ	B2	0.7
dégoût	NOM	B2	0.7
paillette	NOM	B2	0.7
polo	NOM	B2	0.7
vaquer	VER	B2	0.7
éraillé	ADJ	B2	0.7
impressionnisme	NOM	B2	0.7
malfaiteur	NOM	B2	0.7
arbuste	NOM	B2	0.7
bonder	VER	B2	0.7
parader	VER	B2	0.7
brutalité	NOM	B2	0.7
cohue	NOM	B2	0.7
couchage	NOM	B2	0.7
soupir	NOM	B2	0.7
signé	ADJ	B2	0.7
torche	NOM	B2	0.7
amusement	NOM	B2	0.7
endurer	VER	B2	0.7
grêle	ADJ	B2	0.7
attendant	NOM	B2	0.7
impératrice	NOM	B2	0.7
aboiement	NOM	B2	0.7
nonchalance	NOM	B2	0.7
rafraîchissant	ADJ	B2	0.7
rime	NOM	B2	0.7
consciencieusement	ADV	B2	0.7
contravention	NOM	B2	0.7
logistique	NOM	B2	0.7
affectionner	VER	B2	0.7
légendaire	ADJ	B2	0.7
splendeur	NOM	B2	0.7
ensoleillé	ADJ	B2	0.7
chou	NOM	B2	0.7
andouillette	NOM	B2	0.7
bistro	NOM	B2	0.7
nounou	NOM	B2	0.7
parrainer	VER	B2	0.7
raccompagner	VER	B2	0.7
vernissage	NOM	B2	0.7
ingéniosité	NOM	B2	0.7
malchance	NOM	B2	0.7
mandrin	NOM	B2	0.7
radioactivité	NOM	B2	0.7
laideur	NOM	B2	0.7
moralement	ADV	B2	0.7
autoroutier	ADJ	B2	0.7
craquant	ADJ	B2	0.7
observatoire	NOM	B2	0.7
préservatif	NOM	B2	0.7
semelle	NOM	B2	0.7
démocratiquement	ADV	B2	0.7
inconditionnel	NOM	B2	0.7
irréaliste	ADJ	B2	0.7
manne	NOM	B2	0.7
méconnaissance	NOM	B2	0.7
omniprésent	ADJ	B2	0.7
pronom	NOM	B2	0.7
héréditaire	ADJ	B2	0.7
effroyable	ADJ	B2	0.7
favorablement	ADV	B2	0.7
fi	NOM	B2	0.7
hospitalisation	NOM	B2	0.7
juxtaposition	NOM	B2	0.7
récuser	VER	B2	0.7
sondeur	NOM	B2	0.7
enceindre	VER	B2	0.7
malencontreux	ADJ	B2	0.7
pendule	NOM	B2	0.7
ponctuer	VER	B2	0.7
pudique	ADJ	B2	0.7
bibelot	NOM	B2	0.7
dédicacer	VER	B2	0.7
expansif	ADJ	B2	0.7
squatter	VER	B2	0.7
ethnologie	NOM	B2	0.7
exit	NOM	B2	0.7
fadeur	NOM	B2	0.7
référentiel	ADJ	B2	0.7
évanoui	ADJ	B2	0.7
camerounais	ADJ	B2	0.7
délier	VER	B2	0.7
inexpérimenté	ADJ	B2	0.7
vénitien	ADJ	B2	0.7
approximativement	ADV	B2	0.7
attribut	NOM	B2	0.7
bouleversant	ADJ	B2	0.7
délirant	ADJ	B2	0.7
incommoder	VER	B2	0.7
militantisme	NOM	B2	0.7
nouvellement	ADV	B2	0.7
exaspérer	VER	B2	0.7
hormonal	ADJ	B2	0.7
manipulateur	ADJ	B2	0.7
mouvant	ADJ	B2	0.7
synagogue	NOM	B2	0.7
franco-allemand	ADJ	B2	0.7
roman-feuilleton	NOM	B2	0.7
aquarium	NOM	B2	0.7
asservir	VER	B2	0.7
fourrer	VER	B2	0.7
guéridon	NOM	B2	0.7
éberluer	VER	B2	0.7
résurrection	NOM	B2	0.7
cerf	NOM	B2	0.7
concertiste	NOM	B2	0.7
listing	NOM	B2	0.7
préhistoire	NOM	B2	0.7
rancoeur	NOM	B2	0.7
semi-liberté	NOM	B2	0.7
popularité	NOM	B2	0.7
chiner	VER	B2	0.7
fanatique	NOM	B2	0.7
bourgogne	NOM	B2	0.7
chiot	NOM	B2	0.7
cohorte	NOM	B2	0.7
microcosme	NOM	B2	0.7
rayure	NOM	B2	0.7
vampire	NOM	B2	0.7
emprisonnement	NOM	B2	0.7
incessant	ADJ	B2	0.7
riant	ADJ	B2	0.7
chapeauter	VER	B2	0.7
inconcevable	ADJ	B2	0.7
démasquer	VER	B2	0.7
hanté	ADJ	B2	0.7
tranché	ADJ	B2	0.7
chausson	NOM	B2	0.7
découvert	ADJ	B2	0.7
indicible	ADJ	B2	0.7
ironiquement	ADV	B2	0.7
ridiculiser	VER	B2	0.7
rougeâtre	ADJ	B2	0.7
tonitruer	VER	B2	0.7
ramper	VER	B2	0.6
ravissant	ADJ	B2	0.6
confidentialité	NOM	B2	0.6
enrhumer	VER	B2	0.6
pimenter	VER	B2	0.6
conscrit	NOM	B2	0.6
consolation	NOM	B2	0.6
frottement	NOM	B2	0.6
imbriquer	VER	B2	0.6
interpellation	NOM	B2	0.6
profiler	VER	B2	0.6
prothèse	NOM	B2	0.6
vibrer	VER	B2	0.6
enlèvement	NOM	B2	0.6
introuvable	ADJ	B2	0.6
petit-fils	NOM	B2	0.6
vendange	NOM	B2	0.6
clown	NOM	B2	0.6
charrier	VER	B2	0.6
crouler	VER	B2	0.6
fulgurance	NOM	B2	0.6
imposteur	NOM	B2	0.6
nantir	VER	B2	0.6
sucrerie	NOM	B2	0.6
suprématie	NOM	B2	0.6
bûche	NOM	B2	0.6
émotif	ADJ	B2	0.6
grosso	ADV	B2	0.6
immensément	ADV	B2	0.6
matériellement	ADV	B2	0.6
modo	ADV	B2	0.6
tiède	ADJ	B2	0.6
perplexe	ADJ	B2	0.6
pion	NOM	B2	0.6
doucher	VER	B2	0.6
haricot	NOM	B2	0.6
ambulancier	NOM	B2	0.6
lève	NOM	B2	0.6
parlé	ADJ	B2	0.6
châtiment	NOM	B2	0.6
disséminer	VER	B2	0.6
jésuite	NOM	B2	0.6
tolérant	ADJ	B2	0.6
lisse	ADJ	B2	0.6
accidenter	VER	B2	0.6
entreposer	VER	B2	0.6
sevrage	NOM	B2	0.6
discount	NOM	B2	0.6
escarpin	NOM	B2	0.6
maniaque	ADJ	B2	0.6
topaze	NOM	B2	0.6
bordelais	ADJ	B2	0.6
humanisme	NOM	B2	0.6
parleur	NOM	B2	0.6
restaurateur	NOM	B2	0.6
impressionniste	ADJ	B2	0.6
lord	NOM	B2	0.6
indescriptible	ADJ	B2	0.6
maudit	ADJ	B2	0.6
mystique	ADJ	B2	0.6
charcutier	NOM	B2	0.6
domino	NOM	B2	0.6
brouillon	ADJ	B2	0.6
aversion	NOM	B2	0.6
boîtier	NOM	B2	0.6
navigateur	NOM	B2	0.6
grosseur	NOM	B2	0.6
habilement	ADV	B2	0.6
chut	NOM	B2	0.6
insinuer	VER	B2	0.6
intonation	NOM	B2	0.6
apposer	VER	B2	0.6
brin	NOM	B2	0.6
contagion	NOM	B2	0.6
hamac	NOM	B2	0.6
impondérable	ADJ	B2	0.6
monopoliser	VER	B2	0.6
médiatisation	NOM	B2	0.6
oppression	NOM	B2	0.6
rectangulaire	ADJ	B2	0.6
rudimentaire	ADJ	B2	0.6
vestiaire	NOM	B2	0.6
étudié	ADJ	B2	0.6
curatif	ADJ	B2	0.6
épinard	NOM	B2	0.6
dandy	NOM	B2	0.6
teint	NOM	B2	0.6
veine	NOM	B2	0.6
artichaut	NOM	B2	0.6
partagé	ADJ	B2	0.6
réclamation	NOM	B2	0.6
griffe	NOM	B2	0.6
abonnement	NOM	B2	0.6
loyalement	ADV	B2	0.6
p'tit	ADJ	B2	0.6
tutorat	NOM	B2	0.6
cancan	NOM	B2	0.6
ex-voto	NOM	B2	0.6
outrage	NOM	B2	0.6
dentifrice	NOM	B2	0.6
beau-père	NOM	B2	0.6
randonneur	NOM	B2	0.6
fiacre	NOM	B2	0.6
écorcher	VER	B2	0.6
suer	VER	B2	0.6
sèchement	ADV	B2	0.6
marxiste	ADJ	B2	0.6
péniblement	ADV	B2	0.6
autocar	NOM	B2	0.6
dressage	NOM	B2	0.6
marelle	NOM	B2	0.6
audit	NOM	B2	0.6
comptage	NOM	B2	0.6
délivrance	NOM	B2	0.6
effervescence	NOM	B2	0.6
engloutir	VER	B2	0.6
expulsion	NOM	B2	0.6
hiérarchique	ADJ	B2	0.6
inadmissible	ADJ	B2	0.6
physiologie	NOM	B2	0.6
égrener	VER	B2	0.6
électrode	NOM	B2	0.6
alternance	NOM	B2	0.6
arrachement	NOM	B2	0.6
cadet	NOM	B2	0.6
dingue	ADJ	B2	0.6
igname	NOM	B2	0.6
infect	ADJ	B2	0.6
informatif	ADJ	B2	0.6
luné	ADJ	B2	0.6
maquis	NOM	B2	0.6
multidisciplinaire	ADJ	B2	0.6
naufragé	NOM	B2	0.6
parcelle	NOM	B2	0.6
philtre	NOM	B2	0.6
ponction	NOM	B2	0.6
turbulent	ADJ	B2	0.6
cueillette	NOM	B2	0.6
désorienter	VER	B2	0.6
hammam	NOM	B2	0.6
safari	NOM	B2	0.6
suppliant	ADJ	B2	0.6
cordial	ADJ	B2	0.6
funèbre	ADJ	B2	0.6
pommette	NOM	B2	0.6
prodigieux	ADJ	B2	0.6
surhumain	ADJ	B2	0.6
captif	ADJ	B2	0.6
incognito	ADV	B2	0.6
indigne	ADJ	B2	0.6
manie	NOM	B2	0.6
palpiter	VER	B2	0.6
aberration	NOM	B2	0.6
divulgation	NOM	B2	0.6
déposséder	VER	B2	0.6
malformation	NOM	B2	0.6
négociant	NOM	B2	0.6
scélérat	NOM	B2	0.6
tablier	NOM	B2	0.6
cylindre	NOM	B2	0.6
insouciance	NOM	B2	0.6
méprisant	ADJ	B2	0.6
corail	ADJ	B2	0.6
figurine	NOM	B2	0.6
boucherie	NOM	B2	0.6
hamster	NOM	B2	0.6
panoramique	ADJ	B2	0.6
pointure	NOM	B2	0.6
éploré	ADJ	B2	0.6
mosaïque	NOM	B2	0.6
pâtissier	NOM	B2	0.6
maçon	NOM	B2	0.6
bavardage	NOM	B2	0.6
gladiateur	NOM	B2	0.6
accommoder	VER	B2	0.6
anarchique	ADJ	B2	0.6
aspirant	ADJ	B2	0.6
consultant	NOM	B2	0.6
manifeste	NOM	B2	0.6
résigner	VER	B2	0.6
bijoutier	NOM	B2	0.6
cassure	NOM	B2	0.6
confident	NOM	B2	0.6
stylisme	NOM	B2	0.6
civisme	NOM	B2	0.6
démoraliser	VER	B2	0.6
hors-série	ADJ	B2	0.6
isba	NOM	B2	0.6
réadaptation	NOM	B2	0.6
conteur	NOM	B2	0.6
athlétique	ADJ	B2	0.6
courgette	NOM	B2	0.6
hebdo	NOM	B2	0.6
pelle	NOM	B2	0.6
explorateur	NOM	B2	0.6
dan	NOM	B2	0.6
dégustation	NOM	B2	0.6
carcasse	NOM	B2	0.6
périphérique	NOM	B2	0.6
objecter	VER	B2	0.6
clergé	NOM	B2	0.6
rivage	NOM	B2	0.6
ambulance	NOM	B2	0.6
choucroute	NOM	B2	0.6
vautour	NOM	B2	0.6
préfectoral	ADJ	B2	0.6
étrangeté	NOM	B2	0.6
amertume	NOM	B2	0.6
inaltéré	ADJ	B2	0.6
inca	NOM	B2	0.6
recherché	ADJ	B2	0.6
expo	NOM	B2	0.6
marraine	NOM	B2	0.6
criant	ADJ	B2	0.6
machin	NOM	B2	0.6
prestataire	NOM	B2	0.6
robuste	ADJ	B2	0.6
butter	VER	B2	0.6
conflictuel	ADJ	B2	0.6
délaisser	VER	B2	0.6
délicatesse	NOM	B2	0.6
effluve	NOM	B2	0.6
flânerie	NOM	B2	0.6
fronde	NOM	B2	0.6
prématurément	ADV	B2	0.6
pudeur	NOM	B2	0.6
roulotte	NOM	B2	0.6
stimulant	ADJ	B2	0.6
styliser	VER	B2	0.6
sève	NOM	B2	0.6
tortueux	ADJ	B2	0.6
totaliser	VER	B2	0.6
adoubement	NOM	B2	0.6
pont-levis	NOM	B2	0.6
imprudent	ADJ	B2	0.6
cartable	NOM	B2	0.6
choléra	NOM	B2	0.6
horrifier	VER	B2	0.6
illustre	ADJ	B2	0.6
impur	ADJ	B2	0.6
obélisque	NOM	B2	0.6
réaménager	VER	B2	0.6
belote	NOM	B2	0.6
bracelet	NOM	B2	0.6
sachet	NOM	B2	0.6
confortablement	ADV	B2	0.6
cuivre	NOM	B2	0.6
distraitement	ADV	B2	0.6
dépiter	VER	B2	0.6
palpable	ADJ	B2	0.6
satin	NOM	B2	0.6
saugrenu	ADJ	B2	0.6
supposition	NOM	B2	0.6
vaciller	VER	B2	0.6
sieste	NOM	B2	0.6
désorganiser	VER	B2	0.6
écorce	NOM	B2	0.6
coucou	NOM	B2	0.6
julien	ADJ	B2	0.6
climatologue	NOM	B2	0.6
haleine	NOM	B2	0.6
anglophone	ADJ	B2	0.6
banderole	NOM	B2	0.6
béquille	NOM	B2	0.6
diktat	NOM	B2	0.6
dupe	ADJ	B2	0.6
favorite	ADJ	B2	0.6
intensification	NOM	B2	0.6
narcissique	ADJ	B2	0.6
psychologiquement	ADV	B2	0.6
salutaire	ADJ	B2	0.6
synapse	NOM	B2	0.6
virage	NOM	B2	0.6
coron	NOM	B2	0.6
implorer	VER	B2	0.6
sacrer	VER	B2	0.6
ivoirien	NOM	B2	0.6
bouquin	NOM	B2	0.6
as	NOM	B2	0.6
catégoriquement	ADV	B2	0.6
accidentel	ADJ	B2	0.6
graviter	VER	B2	0.6
marmonner	VER	B2	0.6
laissez-passer	NOM	B2	0.6
grignoter	VER	B2	0.6
musculation	NOM	B2	0.6
mi-chemin	ADV	B2	0.6
emménager	VER	B2	0.6
sensoriel	ADJ	B2	0.6
éducateur	NOM	B2	0.6
grinçant	ADJ	B2	0.6
salière	NOM	B2	0.6
carcéral	ADJ	B2	0.6
chirurgical	ADJ	B2	0.6
fluide	ADJ	B2	0.6
fragiliser	VER	B2	0.6
citron	NOM	B2	0.6
bouquiner	VER	B2	0.6
gilet	NOM	B2	0.6
déconcerter	VER	B2	0.6
scarabée	NOM	B2	0.6
embellissement	NOM	B2	0.6
exclamation	NOM	B2	0.6
minerai	NOM	B2	0.6
obstruer	VER	B2	0.6
ramoneur	NOM	B2	0.6
sous-louer	VER	B2	0.6
max	NOM	B2	0.6
cartésien	ADJ	B2	0.6
crevette	NOM	B2	0.6
surnaturel	ADJ	B2	0.6
seller	VER	B2	0.6
fourni	ADJ	B2	0.6
roulette	NOM	B2	0.6
tactile	ADJ	B2	0.6
corbeille	NOM	B2	0.6
immensité	NOM	B2	0.6
orée	NOM	B2	0.6
éligible	ADJ	B2	0.6
dalle	NOM	B2	0.6
microscope	NOM	B2	0.6
reconnaissable	ADJ	B2	0.6
coquillage	NOM	B2	0.6
mage	ADJ	B2	0.6
lamentation	NOM	B2	0.6
fourneau	NOM	B2	0.6
familiariser	VER	B2	0.6
posé	ADJ	B2	0.6
ventilation	NOM	B2	0.6
vétérinaire	NOM	B2	0.6
fauve	NOM	B2	0.6
lavage	NOM	B2	0.6
loyauté	NOM	B2	0.5
nourrice	NOM	B2	0.5
ému	ADJ	B2	0.5
fourreau	NOM	B2	0.5
crapaud	NOM	B2	0.5
mémorable	ADJ	B2	0.5
soudainement	ADV	B2	0.5
intransigeant	ADJ	B2	0.5
psy	NOM	B2	0.5
télécopie	NOM	B2	0.5
braver	VER	B2	0.5
magnétoscope	NOM	B2	0.5
marquant	ADJ	B2	0.5
entorse	NOM	B2	0.5
annuaire	NOM	B2	0.5
végétation	NOM	B2	0.5
harmonieusement	ADV	B2	0.5
savoyard	ADJ	B2	0.5
labo	NOM	B2	0.5
omelette	NOM	B2	0.5
prodige	NOM	B2	0.5
véranda	NOM	B2	0.5
pyjama	NOM	B2	0.5
chuchotement	NOM	B2	0.5
harmonica	NOM	B2	0.5
exagérément	ADV	B2	0.5
rabattre	VER	B2	0.5
rigoureusement	ADV	B2	0.5
parterre	NOM	B2	0.5
écaille	NOM	B2	0.5
étourdir	VER	B2	0.5
circonscrire	VER	B2	0.5
nickel	NOM	B2	0.5
parton	NOM	B2	0.5
allongé	ADJ	B2	0.5
lié	ADJ	B2	0.5
prolongé	ADJ	B2	0.5
marécageux	ADJ	B2	0.5
têtu	ADJ	B2	0.5
guyanais	ADJ	B2	0.5
argenterie	NOM	B2	0.5
bouge	NOM	B2	0.5
glissant	ADJ	B2	0.5
frêle	ADJ	B2	0.5
math	NOM	B2	0.5
délicatement	ADV	B2	0.5
déshonneur	NOM	B2	0.5
cursus	NOM	B2	0.5
illimiter	VER	B2	0.5
intoxiquer	VER	B2	0.5
spot	NOM	B2	0.5
bec	NOM	B2	0.5
border	VER	B2	0.5
lapis-lazuli	NOM	B2	0.5
transcrire	VER	B2	0.5
embrassade	NOM	B2	0.5
wolof	NOM	B2	0.5
piastre	NOM	B2	0.5
boite	NOM	B2	0.5
décollé	ADJ	B2	0.5
communier	VER	B2	0.5
immergé	ADJ	B2	0.5
olivier	NOM	B2	0.5
cicatriser	VER	B2	0.5
fascine	NOM	B2	0.5
divergent	ADJ	B2	0.5
encastrer	VER	B2	0.5
euphorie	NOM	B2	0.5
irrémédiablement	ADV	B2	0.5
mâchoire	NOM	B2	0.5
proscrire	VER	B2	0.5
rampe	NOM	B2	0.5
traction	NOM	B2	0.5
plâtre	NOM	B2	0.5
ronronner	VER	B2	0.5
diffus	ADJ	B2	0.5
brillamment	ADV	B2	0.5
coopérative	NOM	B2	0.5
perspicacité	NOM	B2	0.5
recoin	NOM	B2	0.5
pèlerinage	NOM	B2	0.5
donjon	NOM	B2	0.5
baladeur	NOM	B2	0.5
projecteur	NOM	B2	0.5
décidé	ADJ	B2	0.5
contrée	NOM	B2	0.5
clavier	NOM	B2	0.5
casino	NOM	B2	0.5
chiffon	NOM	B2	0.5
diagonale	NOM	B2	0.5
frugal	ADJ	B2	0.5
humus	NOM	B2	0.5
pianoter	VER	B2	0.5
possesseur	NOM	B2	0.5
assécher	VER	B2	0.5
rafale	NOM	B2	0.5
sieur	NOM	B2	0.5
marcheur	NOM	B2	0.5
tissage	NOM	B2	0.5
déplier	VER	B2	0.5
humilier	VER	B2	0.5
ruser	VER	B2	0.5
bâillement	NOM	B2	0.5
vitrail	NOM	B2	0.5
sentinelle	NOM	B2	0.5
divinité	NOM	B2	0.5
aventureux	ADJ	B2	0.5
joyau	NOM	B2	0.4
péninsule	NOM	B2	0.4
marmotte	NOM	B2	0.4
ail	NOM	B2	0.4
électricien	NOM	B2	0.4
samba	NOM	B2	0.4
rider	VER	B2	0.4
intermittent	ADJ	B2	0.4
mendiant	NOM	B2	0.4
retrouve	NOM	B2	0.4
