word	pos	level	freq
décomposition	NOM	B2	1.2
florissant	ADJ	B2	1.2
posture	NOM	B2	1.2
rétif	ADJ	B2	1.2
rétribution	NOM	B2	1.2
singulièrement	ADV	B2	1.2
traumatisme	NOM	B2	1.2
émergent	ADJ	B2	1.2
poli	ADJ	B2	1.2
auditoire	NOM	B2	1.2
baril	NOM	B2	1.2
floral	ADJ	B2	1.2
fève	NOM	B2	1.2
inhiber	VER	B2	1.2
tonka	NOM	B2	1.2
trajectoire	NOM	B2	1.2
inhibition	NOM	B2	1.2
loterie	NOM	B2	1.2
altération	NOM	B2	1.2
flamand	ADJ	B2	1.2
accomplissement	NOM	B2	1.2
londonien	ADJ	B2	1.2
transiter	VER	B2	1.2
rabais	NOM	B2	1.2
preneur	NOM	B2	1.2
colza	NOM	B2	1.2
divertissant	ADJ	B2	1.2
dérisoire	ADJ	B2	1.2
intellectuellement	ADV	B2	1.2
étirer	VER	B2	1.2
dôme	NOM	B2	1.2
gentleman	NOM	B2	1.2
migrant	ADJ	B2	1.2
épuration	NOM	B2	1.2
captivité	NOM	B2	1.2
anthropologie	NOM	B2	1.2
lut	NOM	B2	1.2
dévaster	VER	B2	1.2
encombrement	NOM	B2	1.2
truffer	VER	B2	1.2
par-ci	ADV	B2	1.2
enviable	ADJ	B2	1.1
bateau-mouche	NOM	B2	1.1
brusque	ADJ	B2	1.1
brocante	NOM	B2	1.1
déjection	NOM	B2	1.1
maturité	NOM	B2	1.1
rôder	VER	B2	1.1
pianiste	NOM	B2	1.1
emblème	NOM	B2	1.1
froisser	VER	B2	1.1
cosigner	VER	B2	1.1
hispanique	ADJ	B2	1.1
inopérant	ADJ	B2	1.1
enrichissant	ADJ	B2	1.1
traquer	VER	B2	1.1
fidéliser	VER	B2	1.1
tangible	ADJ	B2	1.1
arthurien	ADJ	B2	1.1
conditionner	VER	B2	1.1
tonnerre	NOM	B2	1.1
calcaire	ADJ	B2	1.1
pesticide	NOM	B2	1.1
bonne	NOM	B2	1.1
catalan	ADJ	B2	1.1
fente	NOM	B2	1.1
déclassement	NOM	B2	1.1
particularisme	NOM	B2	1.1
positionner	VER	B2	1.1
prédiction	NOM	B2	1.1
garou	NOM	B2	1.1
massivement	ADV	B2	1.1
moutarde	NOM	B2	1.1
robinet	NOM	B2	1.1
penseur	NOM	B2	1.1
persan	NOM	B2	1.1
humidité	NOM	B2	1.1
culminer	VER	B2	1.1
lys	NOM	B2	1.1
noircir	VER	B2	1.1
tempe	NOM	B2	1.1
fast-food	NOM	B2	1.1
capitaliste	ADJ	B2	1.0
best-seller	NOM	B2	1.0
cognac	NOM	B2	1.0
remariage	NOM	B2	1.0
tire-bouchon	NOM	B2	1.0
chiper	VER	B2	1.0
flirter	VER	B2	1.0
astre	NOM	B2	1.0
généticien	NOM	B2	1.0
géométrique	ADJ	B2	1.0
intestin	NOM	B2	1.0
clip	NOM	B2	1.0
volcanique	ADJ	B2	1.0
pommier	NOM	B2	1.0
automatisme	NOM	B2	1.0
cathodique	ADJ	B2	1.0
consumériste	ADJ	B2	1.0
endurance	NOM	B2	1.0
fluctuation	NOM	B2	1.0
machisme	NOM	B2	1.0
subjectivité	NOM	B2	1.0
transmissible	ADJ	B2	1.0
épidémiologique	ADJ	B2	1.0
équatorial	ADJ	B2	1.0
offense	NOM	B2	1.0
fêtard	NOM	B2	1.0
gastronomique	ADJ	B2	1.0
baromètre	NOM	B2	1.0
stop	NOM	B2	1.0
flash-back	NOM	B2	1.0
fécondation	NOM	B2	1.0
enrouler	VER	B2	1.0
simulation	NOM	B2	1.0
gentiment	ADV	B2	1.0
planning	NOM	B2	1.0
simulacre	NOM	B2	1.0
éveil	NOM	B2	1.0
christianisme	NOM	B2	1.0
cligner	VER	B2	1.0
pinceau	NOM	B2	1.0
cavalerie	NOM	B2	1.0
pelouse	NOM	B2	1.0
snob	ADJ	B2	1.0
toutou	NOM	B2	1.0
romantisme	NOM	B2	1.0
clouer	VER	B2	1.0
trinquer	VER	B2	1.0
drogué	NOM	B2	1.0
oasis	NOM	B2	1.0
luminosité	NOM	B2	1.0
culpabiliser	VER	B2	1.0
veilleur	NOM	B2	1.0
lièvre	NOM	B2	1.0
alpiniste	NOM	B2	1.0
cramponner	VER	B2	1.0
éboueur	NOM	B2	1.0
débiteur	ADJ	B2	1.0
largeur	NOM	B2	1.0
complainte	NOM	B2	1.0
grotesque	ADJ	B2	1.0
caverne	NOM	B2	1.0
foulard	NOM	B2	1.0
betterave	NOM	B2	1.0
biotechnologie	NOM	B2	1.0
praticien	NOM	B2	1.0
val	NOM	B2	1.0
éphémère	ADJ	B2	1.0
christ	NOM	B2	1.0
portraire	VER	B2	1.0
mantille	NOM	B2	1.0
tourne	NOM	B2	1.0
athlétisme	NOM	B2	1.0
calembour	NOM	B2	1.0
démener	VER	B2	1.0
forteresse	NOM	B2	1.0
plasticité	NOM	B2	1.0
solvant	NOM	B2	1.0
stagiaire	NOM	B2	1.0
biscotte	NOM	B2	1.0
criard	ADJ	B2	1.0
forfaitaire	ADJ	B2	1.0
liseré	NOM	B2	1.0
promulguer	VER	B2	1.0
baby-sitter	NOM	B2	1.0
festivité	NOM	B2	1.0
oubliette	NOM	B2	1.0
écumer	VER	B2	1.0
césar	NOM	B2	1.0
aiguë	ADJ	B2	1.0
ellipse	NOM	B2	1.0
logis	NOM	B2	1.0
abonner	VER	B2	1.0
hémisphère	NOM	B2	1.0
pragmatique	ADJ	B2	1.0
do	NOM	B2	1.0
épopée	NOM	B2	1.0
macadam	NOM	B2	1.0
dicton	NOM	B2	1.0
narine	NOM	B2	1.0
rôtir	VER	B2	1.0
tsar	NOM	B2	1.0
catégorique	ADJ	B2	1.0
inutilité	NOM	B2	1.0
rayonner	VER	B2	1.0
éprendre	VER	B2	1.0
livide	ADJ	B2	1.0
girofle	NOM	B2	1.0
anatomique	ADJ	B2	1.0
forcé	ADJ	B2	1.0
live	ADJ	B2	1.0
patate	NOM	B2	1.0
pédaler	VER	B2	1.0
surnom	NOM	B2	1.0
moniteur	NOM	B2	1.0
steak	NOM	B2	1.0
tunique	NOM	B2	1.0
immortalité	NOM	B2	1.0
casse	NOM	B2	1.0
reproductif	ADJ	B2	1.0
fouetter	VER	B2	1.0
peigne	NOM	B2	1.0
guitariste	NOM	B2	1.0
peignoir	NOM	B2	1.0
rudement	ADV	B2	1.0
garagiste	NOM	B2	1.0
pourpoint	NOM	B2	1.0
infernal	ADJ	B2	1.0
ermitage	NOM	B2	1.0
hanche	NOM	B2	1.0
potier	NOM	B2	1.0
poignard	NOM	B2	1.0
frisé	ADJ	B2	1.0
gaspiller	VER	B2	1.0
effroi	NOM	B2	1.0
emballer	VER	B2	1.0
infiltrer	VER	B2	1.0
corridor	NOM	B2	1.0
lard	NOM	B2	0.9
allumage	NOM	B2	0.9
toc	ADJ	B2	0.9
rénover	VER	B2	0.9
ride	NOM	B2	0.9
compartiment	NOM	B2	0.9
étinceler	VER	B2	0.9
décontracté	ADJ	B2	0.9
métrage	NOM	B2	0.9
écolo	NOM	B2	0.9
cristal	NOM	B2	0.9
féminiser	VER	B2	0.9
casse-tête	NOM	B2	0.9
oïl	ADV	B2	0.9
automate	NOM	B2	0.9
calanque	NOM	B2	0.9
matinal	ADJ	B2	0.9
reconversion	NOM	B2	0.9
pâture	NOM	B2	0.9
confluent	NOM	B2	0.9
étai	NOM	B2	0.9
ivrogne	ADJ	B2	0.9
décollage	NOM	B2	0.9
coiffure	NOM	B2	0.9
enchère	NOM	B2	0.9
galette	NOM	B2	0.9
palace	NOM	B2	0.9
nantais	ADJ	B2	0.9
ultra	ADJ	B2	0.9
accaparer	VER	B2	0.9
fair-play	NOM	B2	0.9
main-d'oeuvre	NOM	B2	0.9
sonorité	NOM	B2	0.9
espionner	VER	B2	0.9
scrupule	NOM	B2	0.9
meunier	ADJ	B2	0.9
baliser	VER	B2	0.9
enfermement	NOM	B2	0.9
psychiatrique	ADJ	B2	0.9
devancer	VER	B2	0.9
ancre	NOM	B2	0.9
radar	NOM	B2	0.9
défectueux	ADJ	B2	0.9
tracé	NOM	B2	0.9
battement	NOM	B2	0.9
démarquer	VER	B2	0.9
prospection	NOM	B2	0.9
habité	ADJ	B2	0.9
jade	NOM	B2	0.9
ferret	NOM	B2	0.9
étoffe	NOM	B2	0.9
rauque	ADJ	B2	0.9
ciseau	NOM	B2	0.9
bourrer	VER	B2	0.9
calculateur	ADJ	B2	0.9
poinçon	NOM	B2	0.9
testostérone	NOM	B2	0.9
vanille	NOM	B2	0.9
abstraire	VER	B2	0.9
dissocier	VER	B2	0.9
hérésie	NOM	B2	0.9
relativité	NOM	B2	0.9
prohibitif	ADJ	B2	0.9
persil	NOM	B2	0.9
bourg	NOM	B2	0.9
antioxydant	ADJ	B2	0.9
cellulaire	ADJ	B2	0.9
infecter	VER	B2	0.9
négritude	NOM	B2	0.9
pandémie	NOM	B2	0.9
polymère	NOM	B2	0.9
stimulation	NOM	B2	0.9
prototype	NOM	B2	0.9
cyclisme	NOM	B2	0.9
navet	NOM	B2	0.9
équitation	NOM	B2	0.9
fâcheux	ADJ	B2	0.8
appropriation	NOM	B2	0.8
aéroportuaire	ADJ	B2	0.8
bonhomie	NOM	B2	0.8
garderie	NOM	B2	0.8
vecteur	NOM	B2	0.8
inventivité	NOM	B2	0.8
conduit	NOM	B2	0.8
contraception	NOM	B2	0.8
ordure	NOM	B2	0.8
pilotage	NOM	B2	0.8
pleurant	NOM	B2	0.8
berline	NOM	B2	0.8
cuisson	NOM	B2	0.8
tic	NOM	B2	0.8
écuyer	NOM	B2	0.8
tom	NOM	B2	0.8
sketch	NOM	B2	0.8
poignarder	VER	B2	0.8
éduquer	VER	B2	0.8
chalet	NOM	B2	0.8
agacement	NOM	B2	0.8
dogme	NOM	B2	0.8
trimer	VER	B2	0.8
landau	NOM	B2	0.8
languir	VER	B2	0.8
vociférer	VER	B2	0.8
accueillant	ADJ	B2	0.8
anticipation	NOM	B2	0.8
attirance	NOM	B2	0.8
bibliographique	ADJ	B2	0.8
cantonner	VER	B2	0.8
communicant	ADJ	B2	0.8
communément	ADV	B2	0.8
congénère	NOM	B2	0.8
contre-pouvoir	NOM	B2	0.8
cristalliser	VER	B2	0.8
critiquable	ADJ	B2	0.8
demeurant	NOM	B2	0.8
dioxyde	NOM	B2	0.8
drastique	ADJ	B2	0.8
désacralisation	NOM	B2	0.8
désagrégation	NOM	B2	0.8
ethnie	NOM	B2	0.8
fulgurant	ADJ	B2	0.8
géologue	NOM	B2	0.8
hypertension	NOM	B2	0.8
imagerie	NOM	B2	0.8
incohérence	NOM	B2	0.8
inconscience	NOM	B2	0.8
incorporation	NOM	B2	0.8
ingénierie	NOM	B2	0.8
inversement	ADV	B2	0.8
irraisonné	ADJ	B2	0.8
libéralisme	NOM	B2	0.8
méli-mélo	NOM	B2	0.8
nutritionnel	ADJ	B2	0.8
pervertir	VER	B2	0.8
politologue	NOM	B2	0.8
promotionnel	ADJ	B2	0.8
préface	NOM	B2	0.8
restrictif	ADJ	B2	0.8
rouage	NOM	B2	0.8
réanimation	NOM	B2	0.8
simplification	NOM	B2	0.8
stigmatisation	NOM	B2	0.8
sulfate	NOM	B2	0.8
tourteau	NOM	B2	0.8
tremplin	NOM	B2	0.8
tutelle	NOM	B2	0.8
validation	NOM	B2	0.8
vertueux	ADJ	B2	0.8
volontariste	ADJ	B2	0.8
émailler	VER	B2	0.8
émotionnel	ADJ	B2	0.8
épileptique	ADJ	B2	0.8
avancement	NOM	B2	0.8
pamphlet	NOM	B2	0.8
récréation	NOM	B2	0.8
éolienne	NOM	B2	0.8
perquisition	NOM	B2	0.8
saphir	NOM	B2	0.8
quille	NOM	B2	0.8
généraliste	ADJ	B2	0.8
duo	NOM	B2	0.8
rousse	NOM	B2	0.8
dissociation	NOM	B2	0.8
subvenir	VER	B2	0.7
périphérie	NOM	B2	0.7
artisanat	NOM	B2	0.7
collant	ADJ	B2	0.7
oie	NOM	B2	0.7
verglas	NOM	B2	0.7
bloc-notes	NOM	B2	0.7
absenter	VER	B2	0.7
adjurer	VER	B2	0.7
boom	NOM	B2	0.7
caniculaire	ADJ	B2	0.7
collatéral	ADJ	B2	0.7
consciemment	ADV	B2	0.7
constituant	ADJ	B2	0.7
décrier	VER	B2	0.7
exploitant	NOM	B2	0.7
fur	NOM	B2	0.7
fustiger	VER	B2	0.7
gothique	ADJ	B2	0.7
généralisation	NOM	B2	0.7
imposable	ADJ	B2	0.7
imprévu	ADJ	B2	0.7
intentionnellement	ADV	B2	0.7
irréductible	ADJ	B2	0.7
malsain	ADJ	B2	0.7
millésime	NOM	B2	0.7
ralenti	NOM	B2	0.7
échographie	NOM	B2	0.7
éloquent	ADJ	B2	0.7
étirement	NOM	B2	0.7
manufacture	NOM	B2	0.7
alarmiste	ADJ	B2	0.7
amérindien	ADJ	B2	0.7
carreler	VER	B2	0.7
clivage	NOM	B2	0.7
dynamiser	VER	B2	0.7
décibel	NOM	B2	0.7
démocratisation	NOM	B2	0.7
momentané	ADJ	B2	0.7
pathologique	ADJ	B2	0.7
pollueur	NOM	B2	0.7
périmètre	NOM	B2	0.7
scolariser	VER	B2	0.7
volubile	ADJ	B2	0.7
agronomique	ADJ	B2	0.7
ambrer	VER	B2	0.7
appauvrissement	NOM	B2	0.7
aspérité	NOM	B2	0.7
causalité	NOM	B2	0.7
chaînon	NOM	B2	0.7
chimiste	NOM	B2	0.7
destructeur	ADJ	B2	0.7
discriminatoire	ADJ	B2	0.7
dissuasif	ADJ	B2	0.7
défaillant	ADJ	B2	0.7
déviance	NOM	B2	0.7
enchaîné	ADJ	B2	0.7
flexibilité	NOM	B2	0.7
fossiliser	VER	B2	0.7
foetus	NOM	B2	0.7
gouttière	NOM	B2	0.7
générique	NOM	B2	0.7
initié	NOM	B2	0.7
irascible	ADJ	B2	0.7
kaléidoscope	NOM	B2	0.7
lavandé	ADJ	B2	0.7
moléculaire	ADJ	B2	0.7
momentanément	ADV	B2	0.7
outrance	NOM	B2	0.7
pourfendre	VER	B2	0.7
renouer	VER	B2	0.7
réclusion	NOM	B2	0.7
scinder	VER	B2	0.7
senteur	NOM	B2	0.7
sophistiquer	VER	B2	0.7
sécrétion	NOM	B2	0.7
tirailler	VER	B2	0.7
tordre	VER	B2	0.7
ténu	ADJ	B2	0.7
vertigineux	ADJ	B2	0.7
ylang-ylang	NOM	B2	0.7
écrivant	NOM	B2	0.7
acquéreur	NOM	B2	0.7
benne	NOM	B2	0.7
calvaire	NOM	B2	0.7
chavirer	VER	B2	0.7
corse	ADJ	B2	0.7
croquer	VER	B2	0.7
culturellement	ADV	B2	0.7
demi-frère	NOM	B2	0.7
décompresser	VER	B2	0.7
gracieux	ADJ	B2	0.7
idiome	NOM	B2	0.7
industriellement	ADV	B2	0.7
interférence	NOM	B2	0.7
lurette	NOM	B2	0.7
manutentionnaire	NOM	B2	0.7
martyriser	VER	B2	0.7
mnésique	ADJ	B2	0.7
proférer	VER	B2	0.7
raffinerie	NOM	B2	0.7
rebut	NOM	B2	0.7
rotation	NOM	B2	0.7
réorganisation	NOM	B2	0.7
rêne	NOM	B2	0.7
savane	NOM	B2	0.7
spécialisation	NOM	B2	0.7
tonalité	NOM	B2	0.7
zébrer	VER	B2	0.7
écarquiller	VER	B2	0.7
écossais	ADJ	B2	0.7
adage	NOM	B2	0.7
drastiquement	ADV	B2	0.7
euphémisme	NOM	B2	0.7
pourvoyeur	NOM	B2	0.7
préfigurer	VER	B2	0.7
quantitatif	ADJ	B2	0.7
reformuler	VER	B2	0.7
réinsertion	NOM	B2	0.7
réinventer	VER	B2	0.7
sexuellement	ADV	B2	0.7
teinter	VER	B2	0.7
éloquence	NOM	B2	0.7
pan	NOM	B2	0.7
biométrique	ADJ	B2	0.7
digital	ADJ	B2	0.7
hippocampe	NOM	B2	0.7
kit	NOM	B2	0.7
valentin	NOM	B2	0.7
académicien	NOM	B2	0.7
assentiment	NOM	B2	0.7
cadence	NOM	B2	0.7
cardio-vasculaire	ADJ	B2	0.7
flacon	NOM	B2	0.7
magnésium	NOM	B2	0.7
mouillé	ADJ	B2	0.7
mémoriser	VER	B2	0.7
prêtresse	NOM	B2	0.7
répétitif	ADJ	B2	0.7
seigneurie	NOM	B2	0.7
troc	NOM	B2	0.7
vidange	NOM	B2	0.7
anglicisme	NOM	B2	0.7
apogée	NOM	B2	0.7
croate	NOM	B2	0.7
fortiori	ADV	B2	0.7
humoristique	ADJ	B2	0.7
hypothalamus	NOM	B2	0.7
imputable	ADJ	B2	0.7
lancinant	ADJ	B2	0.7
loufoque	ADJ	B2	0.7
matrice	NOM	B2	0.7
multicolore	ADJ	B2	0.7
niaiserie	NOM	B2	0.7
viticulteur	NOM	B2	0.7
abréger	VER	B2	0.7
ci-dessus	ADV	B2	0.7
conteste	NOM	B2	0.7
débile	ADJ	B2	0.7
esquisser	VER	B2	0.7
extinction	NOM	B2	0.7
faisabilité	NOM	B2	0.7
fragilité	NOM	B2	0.7
mal-être	NOM	B2	0.7
montagnard	ADJ	B2	0.7
métissage	NOM	B2	0.7
nomadisme	NOM	B2	0.7
pivot	NOM	B2	0.7
préoccupant	ADJ	B2	0.7
pêle-mêle	ADV	B2	0.7
restitution	NOM	B2	0.7
socialisation	NOM	B2	0.7
argotique	ADJ	B2	0.7
affranchir	VER	B2	0.7
assavoir	VER	B2	0.7
encenser	VER	B2	0.7
expressif	ADJ	B2	0.7
instantanément	ADV	B2	0.7
judicieux	ADJ	B2	0.7
kinésithérapeute	NOM	B2	0.7
maçonnerie	NOM	B2	0.7
photographique	ADJ	B2	0.7
portail	NOM	B2	0.7
sauvagement	ADV	B2	0.7
virilité	NOM	B2	0.7
aiguiser	VER	B2	0.7
antipode	NOM	B2	0.7
astrologue	NOM	B2	0.7
clément	ADJ	B2	0.7
convergent	ADJ	B2	0.7
enchantement	NOM	B2	0.7
laïque	ADJ	B2	0.7
obligatoirement	ADV	B2	0.7
phrygien	ADJ	B2	0.7
vénérable	ADJ	B2	0.7
approvisionner	VER	B2	0.7
appréciable	ADJ	B2	0.7
baba	ADJ	B2	0.7
bureaucratique	ADJ	B2	0.7
cancéreux	ADJ	B2	0.7
cancérigène	ADJ	B2	0.7
charnier	NOM	B2	0.7
cigarillo	NOM	B2	0.7
coexistence	NOM	B2	0.7
conciliation	NOM	B2	0.7
ethnologue	NOM	B2	0.7
exutoire	NOM	B2	0.7
footballeur	NOM	B2	0.7
illicite	ADJ	B2	0.7
impunité	NOM	B2	0.7
indonésien	ADJ	B2	0.7
injurieux	ADJ	B2	0.7
insecticide	NOM	B2	0.7
investiture	NOM	B2	0.7
irrésistible	ADJ	B2	0.7
libératoire	ADJ	B2	0.7
léser	VER	B2	0.7
magnitude	NOM	B2	0.7
malmener	VER	B2	0.7
mammifère	NOM	B2	0.7
médiéviste	NOM	B2	0.7
prévisionnel	ADJ	B2	0.7
résorber	VER	B2	0.7
valorisant	ADJ	B2	0.7
épandre	VER	B2	0.7
aisément	ADV	B2	0.7
canular	NOM	B2	0.7
dérision	NOM	B2	0.7
empreindre	VER	B2	0.7
informel	ADJ	B2	0.7
inimaginable	ADJ	B2	0.7
juxtaposer	VER	B2	0.7
pluralité	NOM	B2	0.7
radin	NOM	B2	0.7
jetée	NOM	B2	0.7
exténuer	VER	B2	0.7
faïence	NOM	B2	0.7
gradin	NOM	B2	0.7
magnifiquement	ADV	B2	0.7
régulariser	VER	B2	0.7
antitabac	ADJ	B2	0.7
aubain	ADJ	B2	0.7
châtier	VER	B2	0.7
chérer	VER	B2	0.7
cuisse	NOM	B2	0.7
hardi	ADJ	B2	0.7
huitaine	NOM	B2	0.7
héroïque	ADJ	B2	0.7
impeccable	ADJ	B2	0.7
indiqué	ADJ	B2	0.7
médire	VER	B2	0.7
témérité	NOM	B2	0.7
affamer	VER	B2	0.7
bascule	NOM	B2	0.7
dictée	NOM	B2	0.7
disciple	NOM	B2	0.7
haillon	NOM	B2	0.7
jucher	VER	B2	0.7
pourpre	NOM	B2	0.7
poussiéreux	ADJ	B2	0.7
sacoche	NOM	B2	0.7
échoppe	NOM	B2	0.7
honnêtement	ADV	B2	0.7
dégainer	VER	B2	0.7
maladresse	NOM	B2	0.7
arsenal	NOM	B2	0.7
monoxyde	NOM	B2	0.7
pascal	ADJ	B2	0.7
pressoir	NOM	B2	0.7
pérenne	ADJ	B2	0.7
édification	NOM	B2	0.7
avant-bras	NOM	B2	0.7
banalisation	NOM	B2	0.7
brimade	NOM	B2	0.7
congélateur	NOM	B2	0.7
cube	NOM	B2	0.7
curseur	NOM	B2	0.7
dédaigner	VER	B2	0.7
dégradant	ADJ	B2	0.7
enraciner	VER	B2	0.7
expéditeur	NOM	B2	0.7
femelle	ADJ	B2	0.7
fruiter	VER	B2	0.7
gratin	NOM	B2	0.7
greffer	VER	B2	0.7
humiliant	ADJ	B2	0.7
hétérogène	ADJ	B2	0.7
indissoluble	ADJ	B2	0.7
matérialiser	VER	B2	0.7
physicien	NOM	B2	0.7
piocher	VER	B2	0.7
rapatrier	VER	B2	0.7
sacraliser	VER	B2	0.7
émotivité	NOM	B2	0.7
turque	ADJ	B2	0.7
distrayant	ADJ	B2	0.7
immuable	ADJ	B2	0.7
mitiger	VER	B2	0.7
philo	NOM	B2	0.7
caste	NOM	B2	0.7
considérant	NOM	B2	0.7
faucher	VER	B2	0.7
globaliser	VER	B2	0.7
interdisciplinaire	ADJ	B2	0.7
résidentiel	ADJ	B2	0.7
théoriser	VER	B2	0.7
connu	ADJ	B2	0.7
ferré	ADJ	B2	0.7
rouvre	NOM	B2	0.7
apocalyptique	ADJ	B2	0.7
baby	NOM	B2	0.7
bit	NOM	B2	0.7
canalisation	NOM	B2	0.7
côtier	ADJ	B2	0.7
géographiquement	ADV	B2	0.7
historiquement	ADV	B2	0.7
incalculable	ADJ	B2	0.7
jogging	NOM	B2	0.7
monstruosité	NOM	B2	0.7
revêtement	NOM	B2	0.7
romanesque	NOM	B2	0.7
sauvegarde	NOM	B2	0.7
sexualité	NOM	B2	0.7
sexy	ADJ	B2	0.7
tyran	NOM	B2	0.7
western	NOM	B2	0.7
éminemment	ADV	B2	0.7
demi-mot	NOM	B2	0.7
douteux	ADJ	B2	0.7
déverser	VER	B2	0.7
malignité	NOM	B2	0.7
ramassage	NOM	B2	0.7
révoltant	ADJ	B2	0.7
sud-africain	ADJ	B2	0.7
pancarte	NOM	B2	0.7
joliment	ADV	B2	0.7
chèrement	ADV	B2	0.7
didactique	ADJ	B2	0.7
délimiter	VER	B2	0.7
dénicher	VER	B2	0.7
franquette	ADV	B2	0.7
pavillonnaire	ADJ	B2	0.7
retouche	NOM	B2	0.7
pantoufle	NOM	B2	0.7
brigand	NOM	B2	0.7
casserole	NOM	B2	0.7
sierra	NOM	B2	0.7
angoissant	ADJ	B2	0.7
colporteur	NOM	B2	0.7
hypocrite	ADJ	B2	0.7
juridiquement	ADV	B2	0.7
locomotive	NOM	B2	0.7
monnayer	VER	B2	0.7
sensationnel	ADJ	B2	0.7
vieillot	ADJ	B2	0.7
insurrection	NOM	B2	0.7
disgrâce	NOM	B2	0.7
justicier	ADJ	B2	0.7
hagard	ADJ	B2	0.7
périodiquement	ADV	B2	0.7
hard	NOM	B2	0.7
idyllique	ADJ	B2	0.7
us	NOM	B2	0.7
vandalisme	NOM	B2	0.7
provocant	ADJ	B2	0.7
aléa	NOM	B2	0.7
arguer	VER	B2	0.7
dilater	VER	B2	0.7
désillusion	NOM	B2	0.7
inculquer	VER	B2	0.7
insistance	NOM	B2	0.7
inégalement	ADV	B2	0.7
irrationnel	ADJ	B2	0.7
sonnette	NOM	B2	0.7
surcharger	VER	B2	0.7
trois-quarts	NOM	B2	0.7
aristocratie	NOM	B2	0.7
atterrissage	NOM	B2	0.7
café-théâtre	NOM	B2	0.7
ci-joint	ADV	B2	0.7
empiéter	VER	B2	0.7
imprimé	ADJ	B2	0.7
parachuter	VER	B2	0.7
plébisciter	VER	B2	0.7
différenciation	NOM	B2	0.7
fastueux	ADJ	B2	0.7
indulgent	ADJ	B2	0.7
infaillible	ADJ	B2	0.7
moralisateur	ADJ	B2	0.7
orbital	ADJ	B2	0.7
pique	NOM	B2	0.7
unifier	VER	B2	0.7
verrière	NOM	B2	0.7
habillé	ADJ	B2	0.7
assèchement	NOM	B2	0.7
marais	NOM	B2	0.7
nébuleuse	NOM	B2	0.7
podium	NOM	B2	0.7
spéculer	VER	B2	0.7
dauphin	NOM	B2	0.7
affût	NOM	B2	0.7
blinder	VER	B2	0.7
dépliant	NOM	B2	0.7
épuisant	ADJ	B2	0.7
agrément	NOM	B2	0.7
attrait	NOM	B2	0.7
chargement	NOM	B2	0.7
effiler	VER	B2	0.7
stationnement	NOM	B2	0.7
écoper	VER	B2	0.7
au-dedans	ADV	B2	0.7
ferraille	NOM	B2	0.7
faubourg	NOM	B2	0.7
dada	NOM	B2	0.7
vinaigre	NOM	B2	0.7
barbecue	NOM	B2	0.7
boubou	NOM	B2	0.7
castagne	NOM	B2	0.7
diversification	NOM	B2	0.7
noix	NOM	B2	0.7
pois	NOM	B2	0.7
programmable	ADJ	B2	0.7
reconstitution	NOM	B2	0.7
emplir	VER	B2	0.7
rêvé	ADJ	B2	0.7
accélérateur	NOM	B2	0.7
anxieux	ADJ	B2	0.7
arborer	VER	B2	0.7
argumenter	VER	B2	0.7
cime	NOM	B2	0.7
compact	ADJ	B2	0.7
célébration	NOM	B2	0.7
fiabilité	NOM	B2	0.7
fougère	NOM	B2	0.7
gomme	NOM	B2	0.7
mâtiner	VER	B2	0.7
retravailler	VER	B2	0.7
ségrégation	NOM	B2	0.7
temporairement	ADV	B2	0.7
victorien	ADJ	B2	0.7
viril	ADJ	B2	0.7
éleveur	NOM	B2	0.7
étincelant	ADJ	B2	0.7
affluent	NOM	B2	0.7
monastique	ADJ	B2	0.7
ping-pong	NOM	B2	0.7
mélangé	ADJ	B2	0.7
contre-indication	NOM	B2	0.7
bienveillance	NOM	B2	0.7
méprisable	ADJ	B2	0.7
ruée	NOM	B2	0.7
vis	NOM	B2	0.7
adroitement	ADV	B2	0.7
conformisme	NOM	B2	0.7
identifiable	ADJ	B2	0.7
jardiner	VER	B2	0.7
procuration	NOM	B2	0.7
rêveur	ADJ	B2	0.7
engueuler	VER	B2	0.7
milady	NOM	B2	0.7
pointillé	NOM	B2	0.7
vacciner	VER	B2	0.7
altérité	NOM	B2	0.7
décaler	VER	B2	0.7
licencié	NOM	B2	0.7
pare-brise	NOM	B2	0.7
roc	NOM	B2	0.7
dégourdir	VER	B2	0.7
tombant	ADJ	B2	0.7
clochette	NOM	B2	0.7
délocaliser	VER	B2	0.7
enchanteur	NOM	B2	0.7
hypothéquer	VER	B2	0.7
factuel	ADJ	B2	0.7
parasite	NOM	B2	0.7
paupière	NOM	B2	0.7
professionnaliser	VER	B2	0.7
criminologie	NOM	B2	0.7
reparler	VER	B2	0.7
aride	ADJ	B2	0.7
rendormir	VER	B2	0.7
soda	NOM	B2	0.7
séant	NOM	B2	0.7
bricoleur	NOM	B2	0.7
croyable	ADJ	B2	0.7
lave-linge	NOM	B2	0.7
container	NOM	B2	0.7
dépeindre	VER	B2	0.7
horticulture	NOM	B2	0.7
latitude	NOM	B2	0.7
semis	NOM	B2	0.7
sillonner	VER	B2	0.7
télégraphe	NOM	B2	0.7
allègre	ADJ	B2	0.7
idéaliste	NOM	B2	0.7
bagnole	NOM	B2	0.7
dérobée	ADV	B2	0.7
suppléant	ADJ	B2	0.7
ciseler	VER	B2	0.7
hôtellerie	NOM	B2	0.7
broche	NOM	B2	0.7
indéfinissable	ADJ	B2	0.7
gracieusement	ADV	B2	0.7
éperon	NOM	B2	0.7
blaser	VER	B2	0.7
